"lang"
{
	"Language"		"English"
		"DOTA_Tooltip_ability_death_knight_chilling_touch_Note0"						  "Extra damage is its own instance of damage."
		"DOTA_Tooltip_ability_death_knight_chilling_touch_Note1"						  "Buff can be applied only to heroes and illusions."
		"DOTA_Tooltip_ability_death_knight_chilling_touch_buff_radius"                    "BUFF RADIUS:"
		"DOTA_Tooltip_ability_death_knight_chilling_touch_bonus_damage"                   "BONUS MAGIC DAMAGE:"
		"DOTA_Tooltip_ability_death_knight_chilling_touch_buff_duration"                  "BUFF DURATION:"
		
		"DOTA_Tooltip_ability_death_knight_unholy_aura"                                	  "Unholy Aura"
		"DOTA_Tooltip_ability_death_knight_unholy_aura_Description"						  "Aura that increases movement speed and HP regeneration of the Death Knight and nearby allies."
		"DOTA_Tooltip_ability_death_knight_unholy_aura_Lore"							  "Death Knight's demonic communion allows him to emanate regenerative power."
		"DOTA_Tooltip_ability_death_knight_unholy_aura_Note0"							  "Aura doesn't affect wards and buildings."
		"DOTA_Tooltip_ability_death_knight_unholy_aura_aura_move_speed_bonus"			  "%BONUS MOVE SPEED:"
		"DOTA_Tooltip_ability_death_knight_unholy_aura_aura_health_regen_bonus"			  "BONUS HEALTH REGEN:"
		"DOTA_Tooltip_ability_death_knight_unholy_aura_aura_radius"						  "AURA RADIUS:"
		
		"DOTA_Tooltip_modifier_custom_unholy_aura_effect"                                 "Unholy Aura"
		"DOTA_Tooltip_modifier_custom_unholy_aura_effect_Description"                     "Increased movement speed and HP regen."

		"DOTA_Tooltip_modifier_death_knight_chilling_touch"                               "Chilling Touch"
		"DOTA_Tooltip_modifier_death_knight_chilling_touch_Description"                   "Attacks will deal additional magic damage."

		"DOTA_Tooltip_ability_death_knight_resurrection"                                  "Resurrection"
		"DOTA_Tooltip_ability_death_knight_resurrection_Description"                      "Raises all dead units on the map that died recently to fight for Death Knight. Resurrected units have spell immunity."
		"DOTA_Tooltip_ability_death_knight_resurrection_Lore"                             "All Death Knights can raise the dead if they want to."
		"DOTA_Tooltip_ability_death_knight_resurrection_Note0"                            "Cannot resurrect Ancients or Roshan!"
		"DOTA_Tooltip_ability_death_knight_resurrection_duration"                         "DURATION:"
		"DOTA_Tooltip_ability_death_knight_resurrection_scepter_description"              "Respawns all dead allied heroes on the map."

		"DOTA_Tooltip_modifier_custom_resurrected"                                        "Resurrected"
		"DOTA_Tooltip_modifier_custom_resurrected_Description"                            "This unit was resurrected by Death Knight and now it is spell immune and under his control."
		
		"DOTA_Tooltip_ability_special_bonus_unique_death_knight_4"                        "+{s:value}% Death Pit Heal Reduction"
		"DOTA_Tooltip_ability_special_bonus_unique_death_knight_3"                        "+{s:value}/{s:value2}% Death Pact Health/Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_death_knight_1"                        "+{s:value} Death Coil Heal"
		"DOTA_Tooltip_ability_special_bonus_unique_death_knight_2"                        "+{s:value}s Death Pact Duration"
		"DOTA_Tooltip_ability_special_bonus_unique_death_knight_5"                        ""
		"DOTA_Tooltip_ability_special_bonus_unique_death_knight_6"                        "-{s:value}s Resurrection Cooldown"

		// ******************** ELECTRICIAN ********************
		"dota_tooltip_ability_electrician_static_grip"                                                  "Static Grip"
		"dota_tooltip_ability_electrician_static_grip_description"                                      "CHANNELED - Creates a magnetic link towards an enemy that stuns, reveals, and damages it over time. Chatterjee is pulled towards the target while the link holds."
		"dota_tooltip_ability_electrician_static_grip_channel_time"                                     "MAX CHANNEL TIME:"
		"dota_tooltip_ability_electrician_static_grip_damage_per_second"                                "DAMAGE PER SECOND:"
		"dota_tooltip_ability_electrician_static_grip_note0"                                            "Pulls Chatterjee towards the target at a speed of 140."
		"dota_tooltip_ability_electrician_static_grip_Lore"                                             "Shut off the breaker!"

		"dota_tooltip_ability_electrician_electric_shield"                                              "Shielding"
		"dota_tooltip_ability_electrician_electric_shield_description"                                  "Converts up to %mana_cost%%% of Chatterjee's total mana pool into a shield that absorbs incoming damage, fading if it sustains too much damage. While the shield holds, nearby enemies are shocked and damaged every second."
		"dota_tooltip_ability_electrician_electric_shield_shield_per_mana"                              "SHIELD HP PER MANA:"
		"dota_tooltip_ability_electrician_electric_shield_shield_damage_block"                          "%SHIELD DAMAGE BLOCK:"
		"dota_tooltip_ability_electrician_electric_shield_shield_duration"                              "DURATION:"
		"dota_tooltip_ability_electrician_electric_shield_aura_radius"                                  "SHOCK RADIUS:"
		"dota_tooltip_ability_electrician_electric_shield_aura_damage"                                  "SHOCK DAMAGE PER SECOND:"
		"dota_tooltip_ability_electrician_electric_shield_Lore"                                         "Don't stick forks and knives into this thing."
		"dota_tooltip_ability_electrician_electric_shield_Note0"                                        "Can be used while channeling."
		"dota_tooltip_ability_electrician_electric_shield_Note1"                                        "Blocks any damage type. Blocks damage after all reductions."
		"DOTA_Tooltip_Ability_electrician_electric_shield_shard_description"                            "Shielding can be toggled on/off. Shield HP is increased. Mana is spent when caster takes damage and not on activation. Shielding becomes undispellable and has infinite duration."
		"DOTA_Tooltip_Ability_electrician_electric_shield_shard_shield_per_mana"						"SHARD SHIELD HP PER MANA:"
		"DOTA_Tooltip_Ability_electrician_electric_shield_shard_shield_damage_block"					"%SHARD SHIELD DAMAGE BLOCK:"

		"DOTA_Tooltip_Ability_electrician_energy_absorption"                            "Energy Absorption"
		"DOTA_Tooltip_Ability_electrician_energy_absorption_Description"                "Forcefully draws energy from all nearby enemies, damaging them and absorbing their mana, movement and attack speed. If absorbed mana is higher than Electrician's mana pool, mana pool will be temporarily increased."
		"DOTA_Tooltip_Ability_electrician_energy_absorption_Lore"                       "Chatterjee's enemies always have a blackout after meeting her."
		"DOTA_Tooltip_Ability_electrician_energy_absorption_radius"                     "RADIUS:"
		"DOTA_Tooltip_Ability_electrician_energy_absorption_damage"                     "DAMAGE:"
		"DOTA_Tooltip_Ability_electrician_energy_absorption_mana_absorb_base"           "FLAT MANA ABSORBED:"
		"DOTA_Tooltip_Ability_electrician_energy_absorption_mana_absorb_percentage"     "%MAX MANA ABSORBED:"
		"DOTA_Tooltip_Ability_electrician_energy_absorption_speed_absorb_heroes"        "SPEED ABSORBED PER HERO:"
		"DOTA_Tooltip_Ability_electrician_energy_absorption_speed_absorb_non_heroes"    "SPEED ABSORBED PER CREEP:"
		"DOTA_Tooltip_Ability_electrician_energy_absorption_duration"                   "DURATION:"
		"DOTA_Tooltip_Ability_electrician_energy_absorption_bonus_mana_cap"             "EXCESS MANA CAP:"
		"dota_tooltip_ability_electrician_energy_absorption_Note0"                      "Can be used while channeling."

		"DOTA_Tooltip_Ability_electrician_cleansing_shock"                              	"Cleansing Shock"
		"DOTA_Tooltip_Ability_electrician_cleansing_shock_Description"                  	"Strikes a unit with a purging bolt that removes most debuffs from an ally and grants them bonus movement and attack speed, or removes most buffs from an enemy and slows them. Both speed effects decay over their duration. Bolt bounces prioritizing heroes.\n\nDISPEL TYPE: Basic Dispel"
		"DOTA_Tooltip_Ability_electrician_cleansing_shock_Lore"                         	"Zapping, cleansing, shocking. Pew pew."
		"DOTA_Tooltip_Ability_electrician_cleansing_shock_duration"                     	"DURATION:"
		"DOTA_Tooltip_Ability_electrician_cleansing_shock_move_speed_bonus"             	"%ALLY MOVE SPEED BONUS:"
		"DOTA_Tooltip_Ability_electrician_cleansing_shock_attack_speed_bonus"           	"ALLY ATTACK SPEED BONUS:"
		"DOTA_Tooltip_Ability_electrician_cleansing_shock_move_slow"                    	"%ENEMY MOVE SLOW:"
		"DOTA_Tooltip_Ability_electrician_cleansing_shock_attack_slow"                  	"ENEMY ATTACK SLOW:"
		"DOTA_Tooltip_Ability_electrician_cleansing_shock_bounces"                      	"BOUNCES:"
		"DOTA_Tooltip_Ability_electrician_cleansing_shock_bounces_scepter"              	"SCEPTER BOUNCES:"
		"DOTA_Tooltip_Ability_electrician_cleansing_shock_bounce_range"                 	"BOUNCE RANGE:"
		"DOTA_Tooltip_Ability_electrician_cleansing_shock_summon_illusion_damage_scepter" 	"SCEPTER SUMMON DAMAGE:"
		"DOTA_Tooltip_Ability_electrician_cleansing_shock_mana_cost_scepter"              	"SCEPTER MANA COST:"
		"DOTA_Tooltip_Ability_electrician_cleansing_shock_scepter_description"          	"Increases number of bounces, always applies to caster, removes mana cost and deals damage to summoned units and illusions."

		"dota_tooltip_modifier_electrician_static_grip"                                                 "Static Grip"
		"dota_tooltip_modifier_electrician_static_grip_description"                                     "Stunned and taking damage over time."

		"dota_tooltip_modifier_electrician_electric_shield"                                             "Shielding"
		"dota_tooltip_modifier_electrician_electric_shield_description"                                 "Absorbing damage taken, up to a limit. Dealing damage over time to nearby enemies."

		"DOTA_Tooltip_modifier_electrician_energy_absorption"                           				"Energy Absorption Speed"
		"DOTA_Tooltip_modifier_electrician_energy_absorption_Description"               				"Bonus %dMODIFIER_PROPERTY_MOVESPEED_BONUS_CONSTANT% movement speed and %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% attack speed."

		"DOTA_Tooltip_modifier_electrician_energy_absorption_debuff"                    				"Energy Absorbed"
		"DOTA_Tooltip_modifier_electrician_energy_absorption_debuff_Description"        				"Movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_CONSTANT% and attack speed reduced by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."

		"DOTA_Tooltip_modifier_electrician_bonus_mana_count"                            				"Energy Absorption Mana"
		"DOTA_Tooltip_modifier_electrician_bonus_mana_count_Description"                				"Excess mana absorbed from enemies."

		"DOTA_Tooltip_modifier_electrician_cleansing_shock_ally"                        				"Cleansed"
		"DOTA_Tooltip_modifier_electrician_cleansing_shock_ally_Description"            				"Bonus %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% move speed and %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% attack speed, decaying over time."

		"DOTA_Tooltip_modifier_electrician_cleansing_shock_enemy"                       				"Shocked"
		"DOTA_Tooltip_modifier_electrician_cleansing_shock_enemy_Description"           				"Move speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% and attack speed reduced by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%, decaying over time."

		"dota_tooltip_ability_special_bonus_electrician_cleansing_shock_pierce"                         "Cleansing Shock Pierces Spell Immunity"
		"dota_tooltip_ability_special_bonus_electrician_cleansing_shock_stun"                           "Cleansing Shock Mini-Stuns"
		"dota_tooltip_ability_special_bonus_electrician_electric_shield_damage"                         "+{s:value} Shielding Damage"
		"dota_tooltip_ability_special_bonus_electrician_energy_absorption_mana"                         "+{s:value}% Energy Absorption Max Mana Absorbed"
		"dota_tooltip_ability_special_bonus_electrician_energy_absorption_cooldown"                     "-{s:value}s Energy Absorption Cooldown"
		"dota_tooltip_ability_special_bonus_electrician_static_grip_damage"                             "+{s:value} Static Grip Damage"
		"dota_tooltip_ability_special_bonus_electrician_static_grip_non_channel"                        "Static Grip Pseudo Channel"
		"DOTA_Tooltip_Ability_special_bonus_electrician_static_grip_non_channel_Description"            "Chatterjee can act freely during Static Grip but silences and stuns still stop Static Grip."

		// ******************** FIRE LORD ********************
		"DOTA_Tooltip_ability_firelord_soul_burn"                                         "Soul Burn"
		"DOTA_Tooltip_ability_firelord_soul_burn_Description"                             "Wreaths a unit or hero in magical flames which cause damage over time. If cast on a enemy it also prevents casting of spells, and reduces attack damage. If cast on an ally or self it amplifies attack damage but doesn't silence and cooldown is reduced."
		"DOTA_Tooltip_ability_firelord_soul_burn_Lore"                                    "Orchid Malevolence was inspired by this spell."
		"DOTA_Tooltip_ability_firelord_soul_burn_Note0"                                   "Can be cast on spell immune allies (doesn't damage them) and treats Roshan as a creep."
		"DOTA_Tooltip_ability_firelord_soul_burn_Note1"                                   "You can deny yourself or allies with this spell."
